Артикул;Наименование;ID страницы;Цена;На складе;Описание;Краткое описание;Фотография
;ДВП,ДСП,Фанера;dvp,dsp,fanera-2607668
10554;Заглушка торцевая LD-40F;zaglushka-torcevaya-ld-40f-2982963;30.00;100.0000;Заглушка торцевая 500 мм (для пластиковых подоконных досок);;enl_2982963_63385321844734.jpg thm_2982963_63385321844734.jpg 2982963_63385321844734.jpg ;
44613;Панель подоконнаябелая 200x6000;panel-podokonnayabelaya-200x6000-3067668;810.00;1.5000;Панель подоконная белая 200x6000продается кратно 1,5 м;;enl_3067668_63385322398343.jpg thm_3067668_63385322398343.jpg 3067668_63385322398343.jpg enl_3067668_63385322406671.jpg thm_3067668_63385322406671.jpg 3067668_63385322406671.jpg enl_3067668_63385322421187.jpg thm_3067668_63385322421187.jpg 3067668_63385322421187.jpg enl_3067668_63385322544031.jpg thm_3067668_63385322544031.jpg 3067668_63385322544031.jpg ;
468185;Панель подоконнаябелая 300х6000;panel-podokonnayabelaya-300h6000-3032992;1200.00;1.5000;Панель подоконная белая 300x6000продается кратно 1,5 м;;enl_3032992_63385322561343.jpg thm_3032992_63385322561343.jpg 3032992_63385322561343.jpg enl_3032992_63385322565093.jpg thm_3032992_63385322565093.jpg 3032992_63385322565093.jpg enl_3032992_63385322568703.jpg thm_3032992_63385322568703.jpg 3032992_63385322568703.jpg enl_3032992_63385322572296.jpg thm_3032992_63385322572296.jpg 3032992_63385322572296.jpg ;
468058;Панель подоконнаябелая 400х6000;panel-podokonnayabelaya-400h6000-3032738;1590.00;4.2500;Панель подоконная белая 400x6000продается кратно 1,5 м;;enl_3032738_63385322630312.jpg thm_3032738_63385322630312.jpg 3032738_63385322630312.jpg enl_3032738_63385322633906.jpg thm_3032738_63385322633906.jpg 3032738_63385322633906.jpg enl_3032738_63385322637328.jpg thm_3032738_63385322637328.jpg 3032738_63385322637328.jpg enl_3032738_63385322640015.jpg thm_3032738_63385322640015.jpg 3032738_63385322640015.jpg ;
47945;Панель подоконнаябелая 500х6000;panel-podokonnayabelaya-500h6000-3074332;2000.00;2.5000;Панель подоконная белая 500x6000продается кратно 1,5 м;Продается кратно 3-м метрам(0,5 шт)Допустимое отклонение по ширине 3% в меньшую сторону;enl_3074332_63385322656000.jpg thm_3074332_63385322656000.jpg 3074332_63385322656000.jpg enl_3074332_63385322658921.jpg thm_3074332_63385322658921.jpg 3074332_63385322658921.jpg enl_3074332_63385322661984.jpg thm_3074332_63385322661984.jpg 3074332_63385322661984.jpg enl_3074332_63385322665312.jpg thm_3074332_63385322665312.jpg 3074332_63385322665312.jpg ;
47946;Панель подоконнаябелая 600х6000;panel-podokonnayabelaya-600h6000-3074334;2500.00;2.5000;Панель подоконная белая 600x6000продается кратно 1,5 м;Продается кратно 1,5 метр.(0,25 шт) в розницу, оптом -кратно 3-м метрам(0,5 шт)Допустимое отклонение по ширине 3% в меньшую сторону;enl_3074334_63385322679187.jpg thm_3074334_63385322679187.jpg 3074334_63385322679187.jpg enl_3074334_63385322681875_os_tr4_s.jpg thm_3074334_63385322681875_os_tr4_s.jpg 3074334_63385322681875_os_tr4_s.jpg enl_3074334_63385322686500.jpg thm_3074334_63385322686500.jpg 3074334_63385322686500.jpg enl_3074334_63385322689953.jpg thm_3074334_63385322689953.jpg 3074334_63385322689953.jpg ;
49700;Панель подоконнаябелая 800х6000;panel-podokonnayabelaya-800h6000-3077846;3049.00;2.5000;Панель подоконная белая 800x6000продается кратно 1,5 м;;enl_3077846_63385322734328.jpg thm_3077846_63385322734328.jpg 3077846_63385322734328.jpg enl_3077846_63385322736875.jpg thm_3077846_63385322736875.jpg 3077846_63385322736875.jpg enl_3077846_63385322739812.jpg thm_3077846_63385322739812.jpg 3077846_63385322739812.jpg enl_3077846_63385322742203.jpg thm_3077846_63385322742203.jpg 3077846_63385322742203.jpg ;
468057;Панель подоконнаябелая 250х6000;panel-podokonnayabelaya-250h6000-3032736;995.00;4.5000;Панель подоконная белая 250x6000продается кратно 1,5 м;;enl_3032736_63385322516125.jpg thm_3032736_63385322516125.jpg 3032736_63385322516125.jpg enl_3032736_63385322524000.jpg thm_3032736_63385322524000.jpg 3032736_63385322524000.jpg enl_3032736_63385322529109.jpg thm_3032736_63385322529109.jpg 3032736_63385322529109.jpg enl_3032736_63385322532421.jpg thm_3032736_63385322532421.jpg 3032736_63385322532421.jpg ;
42656;Панель подоконнаябелая 350*6000;panel-podokonnayabelaya-350*6000-3063754;1400.00;2.2500;Панель подоконная белая 350x6000продается кратно 1,5 м;;enl_3063754_63385322596625.jpg thm_3063754_63385322596625.jpg 3063754_63385322596625.jpg enl_3063754_63385322599906.jpg thm_3063754_63385322599906.jpg 3063754_63385322599906.jpg enl_3063754_63385322610031.jpg thm_3063754_63385322610031.jpg 3063754_63385322610031.jpg enl_3063754_63385322612453.jpg thm_3063754_63385322612453.jpg 3063754_63385322612453.jpg ;
;Кровля Shinglass;krovlya-shinglass-2607665
3934;Гибкая черепица ФИНСКАЯ (Красный) (22шт 3м2);gibkaya-cherepica-finskaya-(krasnyi)-(22sht-3m2)-200122661;588.00;27.0000;Гибкая черепица Shinglas - современный кровельный материал, который разработан специалистами одной из крупнейших международных кровельных компаний "ТехноНИКОЛЬ" (Россия) и производится на новейшем оборудовании на заводах "Гаргжду МИДА" (Литва) и "Завод ШИНГЛАСА" (Рязань, РФ). Это материал, специально разработанный с учетом всех факторов, влияющих на надежность кровли в сложных климатических условиях России. Он вобрал в себя более чем десятилетний опыт компании ТехноНИКОЛЬ в создании, монтаже и эксплуатации крыш как в РФ, так и за ее пределами.Битумная черепица Шинглас изготовлена с использованием лучших материалов и новейших технических решений. Это профессиональный высококлассный кровельный материал, работа с которым продумана до мелочей - от качественных комплектующих, до удобства монтажа. Производство Shinglas имеет международный сертификат ISO 9001. Материал отвечает всем требованиям по качеству, надежности и долговечности европейского стандарта EN 544.Черепица Shinglas изготавливается из материала на основе стеклохолста, пропитанного улучшенным модифицированным битумом и имеющего с двух сторон покровный слой из того же битума. Верхняя поверхность черепицы состоит из слоя базальтовой посыпки, обеспечивающей разнообразные цветовые оттенки и защищающей материал от механических и атмосферных воздействий. Нижняя поверхность гибкой черепицы покрыта морозостойкой самоклеющейся битумно-полимерной массой, защищенной легкосъемной плёнкой.Основные преимущества гибкой черепицы Shinglas:Минимальное количество отходов - не более 5 % даже на сложных кровлях. Бесшумность - благодаря структуре материала дождь и град в мансарде не слышны. Повышенная морозостойкость - срок службы черепицы Шинглас (по сравнению с аналогичными материалами) увеличен. Влагонепроницаемость - покрытие сплошное, т.е. не нужны дополнительные дорогостоящие меры по гидроизоляции. Нет резкого схода снега пластами с крыши - он постепенно тает на шероховатой поверхности черепицы, следовательно, не нужны специальные снегозадержатели. Удобство - упаковку, размером 1 х 0,3 м, весом 24 кг, легко переносит один человек. Комплектность - Shinglas комплектуется отдельными коньками, карнизами и ендовами, что упрощает процедуру монтажа и повышает качество покрытия. Малый вес - исключается необходимость усиления несущей конструкции кровли, здания и фундамента. Снижение эксплуатационных расходов - не требуется подкраска и ремонт в процессе эксплуатации. Безопасность - материал не накапливает статическое электричество, не искрит, не намагничивается, а значит, не привлекает молнии. Пожаробезопасность - исключается возгорание кровли даже при попадании на нее открытого пламени. Малый коэффициент линейного расширения - не требуются спецкрепления. Стойкость к агрессивным средам - атмосферным осадкам, химическим кислотам. Внешний вид - вписывается в любой ландшафт и придает зданию архитектурную выразительность.  Shinglas - битумный материал на основе стеклохолста. Верхняя поверхность гонта (плитки) черепицы покрыта слоем крупнозернистого базальтового гранулята, который формирует разнообразные цветовые оттенки и защищает материал от механических и климатических воздействий. Более 60% нижней поверхности шингласа покрыто слоем самоклеющейся битумно-полимерной массы, защищенной легкосъемной плёнкой.Структура битумной черепицы Shinglasоснова – стеклохолст битум – улучшенный верхний слой – базальтовая посыпка нижний слой – морозостойкая самоклеющаяся битумно-полимерная масса защитный слой – легкосъемная силиконизированная пленка. Гонт Shinglas представляет собой плоский лист (1 м х 0,333 м или 1 м х 0,317 м) с фигурными вырезками по одному краю. Черепица бывает рядовая (для скатов) и коньково/карнизная (для коньков и карнизов - плитки универсальны, при монтаже на коньке сгибаются пополам).Рядовая черепица в настоящее время выпускается 4-х форм нарезки: соната, аккорд, трио, танго.При укладке шингласа для дополнительной герметизации кровли применяют подкладочный ковёр (рулонный материал) - при небольших углах уклона по всей кровле, при углах уклона более 18° - в ендовах, на коньках, карнизных свесах и на торцевых частях крыши либо также по всей кровле (в зависимости от модели гибкой черепицы). Для герметизации ендов, примыканий к вертикальной стене, дымовых труб и т.п. дополнительно применяют ендовный ковёр (рулонный материал цвета основной черепицы).;Гибкая черепица типа "SHINGLAS"рабочая длина - 1000 мм., ширина - 320 мм., толщина - 3,8 мм.1 - основа – стеклохолст, плотность 125 г/кв.м.2 - битум – улучшенный с применением СБС-модификатора .3 - верхний слой – базальтовая посыпка.4 - нижний слой – морозостойкая самоклеющаяся битумно-полимерная масса.5 - защитный слой – легкосъемная силиконизированная пленка.Гарантия - 10 лет.;enl_200122661_63382747456390.jpg thm_200122661_63382747456390.jpg 200122661_63382747456390.jpg enl_200122661_63382747603125.jpg thm_200122661_63382747603125.jpg 200122661_63382747603125.jpg ;
4403;Карнизная планка красная;karniznaya-planka-krasnaya-200123533;282.00;0.0000;;;;
4399;Подкладочный ковер 25 кв.м. (25х1);podkladochnyi-kover-25-kv.m.-(25h1)-200123525;2500.00;0.0000;;;;
4543;Торцевая планка (фронтонная) красная;torcevaya-planka-(frontonnaya)-krasnaya-200123815;466.00;0.0000;;;;
3957;Гибкая черепица ФИНСКАЯ (Серый) (22шт 3м2);gibkaya-cherepica-finskaya-(seryi)-(22sht-3m2)-200122707;528.00;23.0000;Гибкая черепица Shinglas - современный кровельный материал, который разработан специалистами одной из крупнейших международных кровельных компаний "ТехноНИКОЛЬ" (Россия) и производится на новейшем оборудовании на заводах "Гаргжду МИДА" (Литва) и "Завод ШИНГЛАСА" (Рязань, РФ). Это материал, специально разработанный с учетом всех факторов, влияющих на надежность кровли в сложных климатических условиях России. Он вобрал в себя более чем десятилетний опыт компании ТехноНИКОЛЬ в создании, монтаже и эксплуатации крыш как в РФ, так и за ее пределами.Битумная черепица Шинглас изготовлена с использованием лучших материалов и новейших технических решений. Это профессиональный высококлассный кровельный материал, работа с которым продумана до мелочей - от качественных комплектующих, до удобства монтажа. Производство Shinglas имеет международный сертификат ISO 9001. Материал отвечает всем требованиям по качеству, надежности и долговечности европейского стандарта EN 544.Черепица Shinglas изготавливается из материала на основе стеклохолста, пропитанного улучшенным модифицированным битумом и имеющего с двух сторон покровный слой из того же битума. Верхняя поверхность черепицы состоит из слоя базальтовой посыпки, обеспечивающей разнообразные цветовые оттенки и защищающей материал от механических и атмосферных воздействий. Нижняя поверхность гибкой черепицы покрыта морозостойкой самоклеющейся битумно-полимерной массой, защищенной легкосъемной плёнкой.Основные преимущества гибкой черепицы Shinglas:Минимальное количество отходов - не более 5 % даже на сложных кровлях. Бесшумность - благодаря структуре материала дождь и град в мансарде не слышны. Повышенная морозостойкость - срок службы черепицы Шинглас (по сравнению с аналогичными материалами) увеличен. Влагонепроницаемость - покрытие сплошное, т.е. не нужны дополнительные дорогостоящие меры по гидроизоляции. Нет резкого схода снега пластами с крыши - он постепенно тает на шероховатой поверхности черепицы, следовательно, не нужны специальные снегозадержатели. Удобство - упаковку, размером 1 х 0,3 м, весом 24 кг, легко переносит один человек. Комплектность - Shinglas комплектуется отдельными коньками, карнизами и ендовами, что упрощает процедуру монтажа и повышает качество покрытия. Малый вес - исключается необходимость усиления несущей конструкции кровли, здания и фундамента. Снижение эксплуатационных расходов - не требуется подкраска и ремонт в процессе эксплуатации. Безопасность - материал не накапливает статическое электричество, не искрит, не намагничивается, а значит, не привлекает молнии. Пожаробезопасность - исключается возгорание кровли даже при попадании на нее открытого пламени. Малый коэффициент линейного расширения - не требуются спецкрепления. Стойкость к агрессивным средам - атмосферным осадкам, химическим кислотам. Внешний вид - вписывается в любой ландшафт и придает зданию архитектурную выразительность.  Shinglas - битумный материал на основе стеклохолста. Верхняя поверхность гонта (плитки) черепицы покрыта слоем крупнозернистого базальтового гранулята, который формирует разнообразные цветовые оттенки и защищает материал от механических и климатических воздействий. Более 60% нижней поверхности шингласа покрыто слоем самоклеющейся битумно-полимерной массы, защищенной легкосъемной плёнкой.Структура битумной черепицы Shinglasоснова – стеклохолст битум – улучшенный верхний слой – базальтовая посыпка нижний слой – морозостойкая самоклеющаяся битумно-полимерная масса защитный слой – легкосъемная силиконизированная пленка. Гонт Shinglas представляет собой плоский лист (1 м х 0,333 м или 1 м х 0,317 м) с фигурными вырезками по одному краю. Черепица бывает рядовая (для скатов) и коньково/карнизная (для коньков и карнизов - плитки универсальны, при монтаже на коньке сгибаются пополам).Рядовая черепица в настоящее время выпускается 4-х форм нарезки: соната, аккорд, трио, танго.При укладке шингласа для дополнительной герметизации кровли применяют подкладочный ковёр (рулонный материал) - при небольших углах уклона по всей кровле, при углах уклона более 18° - в ендовах, на коньках, карнизных свесах и на торцевых частях крыши либо также по всей кровле (в зависимости от модели гибкой черепицы). Для герметизации ендов, примыканий к вертикальной стене, дымовых труб и т.п. дополнительно применяют ендовный ковёр (рулонный материал цвета основной черепицы).;Гибкая черепица типа "SHINGLAS"рабочая длина - 1000 мм., ширина - 320 мм., толщина - 3,8 мм.1 - основа – стеклохолст, плотность 125 г/кв.м.2 - битум – улучшенный с применением СБС-модификатора .3 - верхний слой – базальтовая посыпка.4 - нижний слой – морозостойкая самоклеющаяся битумно-полимерная масса.5 - защитный слой – легкосъемная силиконизированная пленка.Гарантия - 10 лет.;enl_200122707_63382747676078.jpg thm_200122707_63382747676078.jpg 200122707_63382747676078.jpg enl_200122707_63382747680812.jpg thm_200122707_63382747680812.jpg 200122707_63382747680812.jpg ;
